,Index,Tweet,Hindi,English,Other
6495,6496,bhosdi/HI ke/HI tera/HI rape/EN kar/HI diya/HI kisi/HI ne/EN kya/EN or/EN videshi/HI arya/EN kon/HI h/EN tere/HI he/EN baap/HI purkhe/HI hoge/HI ijjat/HI kar/HI saale/HI ,"[('bhosdi', 'QFC'), ('tera', 'QF'), ('kar', 'NN'), ('kisi', 'PSP'), ('videshi', 'NN'), ('kon', 'PSP'), ('tere', 'NN'), ('baap', 'VM'), ('hoge', 'VAUX'), ('kar', 'SYM')]","[('kya', 'NN')]",
6496,6497,tabhi/HI india/EN me/EN roz/EN gang/EN rape/EN hoty/EN hain/EN kyun/HI k/EN sab/HI ko/EN baap/HI banny/EN ki/EN jaldi/HI hoti/HI hai/EN aap/EN ki/EN beti/HI k/EN sath/HI hota/HI tab/EN kia/EN karty/HI tab/EN baap/HI kon/HI hota/HI ,"[('tabhi', 'QFC'), ('kyun', 'QF'), ('sab', 'NN'), ('baap', 'PSP'), ('hoti', 'NN'), ('beti', 'PSP'), ('sath', 'NN'), ('karty', 'VM'), ('baap', 'VAUX'), ('hota', 'SYM')]","[('me', 'PRP'), ('gang', 'VBP'), ('hoty', 'JJ'), ('ki', 'NN'), ('aap', 'NN'), ('tab', 'NN')]",
6497,6498,#thankshanikarakbapu/OTHER kyunki/HI aap/EN ne/EN hi/EN bola/HI i/EN hate/EN tears/EN and/EN cheered/EN me/EN up/EN ,"[('', 'INJ')]","[('aap', 'IN'), ('hi', 'NN'), ('i', 'NN'), ('tears', 'NNS'), ('cheered', 'VBD'), ('up', 'RP')]",#thankshanikarakbapu
6498,6499,abey/HI aaj/HI zinda/HI bhi/HI hai/EN vo/EN bhi/HI india/EN ko/EN thank/EN you/EN bol/EN varna/HI pakistani/EN army/EN tere/HI baap/HI ko/EN murder/EN kar/HI deti/HI aur/EN teri/EN maa/HI ka/EN rape/EN ke/EN baad/HI murder/EN ,"[('abey', 'UNK'), ('zinda', 'VM'), ('bhi', 'VAUX'), ('varna', 'VAUX'), ('baap', 'VAUX'), ('deti', 'SYM')]","[('hai', 'NN'), ('ko', 'NN'), ('you', 'PRP'), ('army', 'VBP'), ('murder', 'JJR'), ('teri', 'NN'), ('ka', 'NN'), ('ke', 'NN'), ('murder', 'NN')]",
6499,6500,media/EN terrorism/EN ka/EN mul/EN karan/EN hai/EN deepak/EN chorasia/HI ise/EN turant/HI jail/EN bheja/HI jaay/HI #arrestchorasia/OTHER ,"[('jaay', 'INJ')]","[('media', 'NNS'), ('ka', 'VBP'), ('karan', 'JJ'), ('deepak', 'NN'), ('ise', 'NN'), ('jail', 'NN')]",
6500,6501,un/EN logo/EN se/EN kabhi/HI rishta/HI mat/EN rkhna/HI jo/EN bolte/HI hai/EN i/EN hate/EN winters/EN yar/EN pata/HI nahi/HI garmiya/HI kab/HI padegi/HI #summers/OTHER ,"[('rishta', 'UNK'), ('rkhna', 'VM'), ('bolte', 'VAUX'), ('pata', 'VAUX'), ('garmiya', 'VAUX'), ('padegi', 'SYM')]","[('un', 'JJ'), ('se', 'NN'), ('i', 'NN'), ('winters', 'NNS')]",
6501,6502,ab/EN to/EN hame/EN bhi/EN ji/EN ki/EN vado/HI se/EN hate/EN hoti/HI hai/EN bcoze/EN ye/EN bolate/HI kuchh/HI hai/EN nd/EN karte/HI kuchh/HI hai/EN ufff/HI ,"[('vado', 'UNK'), ('kuchh', 'VM'), ('kuchh', 'VAUX'), ('ufff', 'SYM')]","[('ab', 'NN'), ('hame', 'NN'), ('ji', 'NN'), ('hate', 'NN'), ('hai', 'NN'), ('ye', 'NN'), ('nd', 'NN')]",
6502,6503,ha/EN ha/EN papam/HI manasikanga/HI rape/EN chesaavu/HI ne/EN paina/HI nirbhaya/HI case/EN pettina/EN thappu/EN ledu/HI ,"[('papam', 'SYM'), ('nirbhaya', 'NNP'), ('ledu', 'NNP')]","[('ha', 'NN'), ('rape', 'NN'), ('ne', 'IN'), ('pettina', 'NN')]",
6503,6504,pakistan/EN west/EN pakistan/EN and/EN bangladesh/EN east/EN pakistan/EN bangladeshi/EN logon/EN ka/EN murder/EN rape/EN kiya/HI tikaa/HI khan/EN west/EN pakistani/EN army/EN led/EN by/EN tikka/HI ,"[('kiya', 'RBC'), ('tikka', 'SYM')]","[('pakistan', 'JJ'), ('pakistan', 'NN'), ('bangladesh', 'NN'), ('pakistan', 'NN'), ('logon', 'NN'), ('murder', 'NN'), ('khan', 'NN'), ('pakistani', 'NN'), ('led', 'VBD')]",
6504,6505,aur/HI mujhe/HI lagta/HI nhi/HI h/EN yakeen/HI h/EN tu/EN rape/EN ki/EN aulad/EN h/EN ,"[('aur', 'RBC'), ('lagta', 'SYM')]","[('h', 'NN'), ('h', 'NN'), ('rape', 'NN'), ('aulad', 'NN')]",
6505,6506,terrorist/EN sub/EN nai/EN ko/EN bolo/EN q/EN ap/EN log/EN nafrat/HI pahla/HI chate/HI ho/EN tum/HI jeso/EN ki/EN waja/HI se/EN desh/HI ka/EN badnam/HI karte/HI ho/EN ,"[('nafrat', 'UNK'), ('chate', 'VM'), ('tum', 'VAUX'), ('karte', 'SYM')]","[('terrorist', 'JJ'), ('nai', 'NN'), ('bolo', 'NN'), ('ap', 'NN'), ('ki', 'FW'), ('se', 'NN'), ('ka', 'NN')]",
6506,6507,rishi/HI g/EN modi/EN s/EN kaho/HI terrorism/EN khatam/HI katy/EN ,"[('rishi', 'UNK'), ('kaho', 'VM'), ('khatam', 'SYM')]","[('modi', 'NN')]",
6507,6508,pushpa/HI mujhse/HI ye/EN aansu/HI nahi/HI dekhe/HI jaate/HI i/EN hate/EN tears/EN ,"[('pushpa', 'RBC'), ('nahi', 'SYM'), ('jaate', 'VAUX')]","[('ye', 'NN'), ('hate', 'NN')]",
6508,6509,day/EN i/EN hate/EN cases/EN yaar/HI ,"[('yaar', 'INJ')]","[('day', 'NN'), ('hate', 'VB')]",
6509,6510,han/EN tariff/EN ki/EN te/EN likn/EN is/EN ka/EN matlab/HI ye/EN hargiz/HI nahi/HI k/EN ap/EN ki/EN har/EN baat/HI teek/HI hogi/HI isi/EN ik/EN pay/EN ap/EN nay/EN rape/EN ka/EN ilzam/HI b/EN lagaya/HI ta/EN saal/HI larki/HI k/EN ,"[('nahi', 'UNK'), ('teek', 'VM'), ('larki', 'SYM')]","[('han', 'NN'), ('ki', 'VB'), ('likn', 'JJ'), ('ka', 'NN'), ('ye', 'NN'), ('ap', 'NN'), ('har', 'NN'), ('isi', 'JJ'), ('pay', 'NN'), ('nay', 'NN'), ('ka', 'NN'), ('b', 'NN'), ('ta', 'NN')]",
6510,6511,pakistan/EN may/EN bijli/EN nai/EN phir/EN bhi/HI koi/EN andheray/HI ka/EN faid/EN nai/EN uthath/HI hy/EN india/EN my/EN bijli/HI hay/EN fir/EN bhi/HI rape/EN daba/HI k/EN karta/HI hy/EN ,"[('bhi', 'UNK'), ('daba', 'VM'), ('karta', 'VM')]","[('pakistan', 'NN'), ('bijli', 'NN'), ('phir', 'NN'), ('koi', 'NN'), ('ka', 'NN'), ('nai', 'NN'), ('hy', 'NN'), ('my', 'PRP$'), ('hay', 'NN')]",
6511,6512,chalo/HI terrorism/EN ki/EN wajah/EN se/EN toh/HI phatti/HI hai/EN ap/EN logo/EN ki/EN d/EN and/EN we/EN are/EN not/EN terrorist/EN and/EN unka/HI ko/EN koi/EN imaan/HI nahi/HI hota/HI what/EN about/EN gujarat/EN kashmir/EN ,"[('chalo', 'NNP'), ('phatti', 'PSP'), ('unka', 'VM'), ('nahi', 'SYM')]","[('ki', 'NN'), ('se', 'NN'), ('ap', 'NN'), ('ki', 'NN'), ('and', 'CC'), ('are', 'VBP'), ('terrorist', 'JJ'), ('koi', 'IN'), ('what', 'WP'), ('gujarat', 'NN')]",
6512,6513,so/EN much/EN hate/EN kaha/EN se/EN late/EN hain/EN venom/EN ,"[('', 'INJ')]","[('so', 'RB'), ('hate', 'JJ'), ('se', 'NN'), ('hain', 'NN')]",
6513,6514,kasur/HI tumhara/HI nahi/HI tumhere/HI allah/EN ka/EN hai/EN jo/EN saal/HI ke/EN bachi/HI ke/EN saath/HI rape/EN kiya/HI ,"[('kasur', 'UNK'), ('nahi', 'VM'), ('saal', 'VAUX'), ('bachi', 'VAUX'), ('saath', 'VAUX'), ('kiya', 'SYM')]","[('allah', 'NN'), ('hai', 'NN')]",
6514,6515,mr/EN motu/EN agr/EN terrorism/EN bandh/HI krni/HI hai/EN to/EN aap/EN mudhi/HI ko/EN bandh/HI krdo/HI terrorism/EN khud/HI khatam/HI hojai/HI gi/EN ,"[('bandh', 'UNK'), ('krdo', 'VM'), ('khud', 'VAUX'), ('hojai', 'SYM')]","[('mr', 'NN'), ('agr', 'NN'), ('hai', 'NN'), ('aap', 'NN'), ('ko', 'NN')]",
6515,6516,terrorism/EN har/EN dharm/EN me/EN hai/EN kya/EN hindu/EN kya/EN muslim/EN islam/EN ka/EN koi/EN kisi/HI tarah/EN ke/EN terrorism/EN see/EN taaluq/HI nahi/HI hai/EN jahiliyat/HI bhi/HI terrorism/EN hai/EN you/EN ,"[('kisi', 'UNK'), ('nahi', 'VM'), ('jahiliyat', 'SYM')]","[('terrorism', 'NN'), ('dharm', 'NN'), ('hai', 'NN'), ('hindu', 'NN'), ('muslim', 'NN'), ('ka', 'NN'), ('ke', 'NN'), ('see', 'VBP'), ('terrorism', 'NN'), ('you', 'PRP')]",
6516,6517,toilet/EN rape/EN aur/EN pishi/HI kapoor/HI wali/EN chussen/HI na/EN marni/EN ,"[('kapoor', 'RBC'), ('chussen', 'SYM')]","[('toilet', 'NN'), ('aur', 'NN'), ('marni', 'NN')]",
6517,6518,koi/EN larki/HI nazar/HI aajai/HI inke/HI frustrated/EN larke/HI waheen/HI shuru/HI hojate/HI hain/EN ye/EN bi/EN terrorism/EN ki/EN hi/EN ek/EN type/EN hai/EN balochistan/HI aur/EN kashmir/EN mei/EN gund/EN ,"[('nazar', 'QO'), ('inke', 'NN'), ('larke', 'PSP'), ('shuru', 'NN')]","[('koi', 'NN'), ('hain', 'NN'), ('bi', 'NN'), ('ki', 'NN'), ('ek', 'NN'), ('hai', 'NN'), ('aur', 'NN'), ('mei', 'NN')]",
6518,6519,salaooo/EN terrorism/EN to/EN tum/HI pehlate/HI ho/EN agar/EN kehte/HI hona/HI ke/EN hum/EN nahi/HI phelate/HI to/EN wapis/HI karoo/HI kashmir/EN salaooo/HI haram/EN ke/EN peelooo/HI ,"[('pehlate', 'UNK'), ('hona', 'VM'), ('phelate', 'VAUX'), ('wapis', 'VAUX'), ('peelooo', 'SYM')]","[('salaooo', 'NN'), ('to', 'TO'), ('agar', 'VB'), ('hum', 'NN'), ('kashmir', 'NN'), ('haram', 'NN')]",
6519,6520,jinhone/HI mara/EN unhe/HI kosh/HI liya/HI ab/EN baari/HI us/EN pm/EN ki/EN hai/EN jo/EN demonetization/EN se/EN terrorism/EN control/EN kar/HI raha/HI tha/EN nation/EN needs/EN to/EN know/EN ,"[('jinhone', 'UNK'), ('unhe', 'VM'), ('liya', 'VAUX'), ('baari', 'VAUX'), ('kar', 'SYM')]","[('pm', 'NN'), ('hai', 'NN'), ('demonetization', 'NN'), ('terrorism', 'NN'), ('tha', 'NN'), ('needs', 'NNS'), ('know', 'VBP')]",
6520,6521,hum/EN to/EN khud/EN terrorism/EN ka/EN shikaar/HI hain/EN magar/HI kal/HI zaroor/HI kpooray/HI khilain/HI gain/EN hum/EN aap/EN ko/EN woh/HI bhee/HI bakray/HI kay/EN ,"[('kal', 'UNK'), ('kpooray', 'VM'), ('woh', 'VAUX'), ('bakray', 'SYM')]","[('hum', 'NN'), ('khud', 'NN'), ('ka', 'NN'), ('hain', 'NN'), ('gain', 'NN'), ('aap', 'NN')]",
6521,6522,delhi/EN is/EN rape/EN capital/EN udhar/HI jaake/HI thora/HI bashan/HI dete/HI tou/EN apki/HI larkiyan/HI surakshit/HI hoti/HI sala/EN surakshit/HI mein/EN bhi/HI shit/EN aata/HI hai/EN ,"[('udhar', 'INTF'), ('thora', 'JJ'), ('dete', 'VM'), ('apki', 'VAUX'), ('surakshit', 'SYM')]","[('delhi', 'NN'), ('rape', 'NN'), ('sala', 'NN'), ('mein', 'NN'), ('shit', 'VBD'), ('hai', 'NN')]",
6522,6523,gao/EN rakshak/HI aap/EN se/EN sambhale/HI nahi/HI jaate/HI or/EN baat/HI kerte/EN hain/EN terrorism/EN ki/EN itna/HI hi/EN dimag/HI bathroom/EN banane/HI mein/EN lagate/HI tou/EN log/EN hagg/HI ker/EN dua/HI dete/HI ,"[('sambhale', 'VM'), ('jaate', 'VAUX'), ('baat', 'VAUX'), ('hagg', 'VAUX'), ('dua', 'SYM')]","[('gao', 'NN'), ('aap', 'NN'), ('hain', 'NN'), ('ki', 'NN'), ('hi', 'NN'), ('bathroom', 'NN'), ('mein', 'NN'), ('tou', 'NN')]",
6523,6524,ha/EN re/EN tu/EN to/EN rape/EN ka/EN nateejah/HI hai/EN hee/EN ,"[('nateejah', 'INJ')]","[('ha', 'NN'), ('tu', 'NN'), ('rape', 'NN'), ('hee', 'NN')]",
6524,6525,ye/EN bhi/EN rape/EN ka/EN nateeja/HI hah/EN ,"[('nateeja', 'INJ')]","[('ye', 'NN'), ('rape', 'NN')]",
6525,6526,aaj/HI pakistan/EN ka/EN rape/EN ho/EN ke/EN rahega/HI ,"[('aaj', 'RBC'), ('rahega', 'SYM')]","[('ka', 'NN'), ('ho', 'NN')]",
6526,6527,kapooray/HI pehlay/HI mulk/HI main/EN rape/EN control/EN kro/HI kahin/HI tumharay/HI chiknay/HI ka/EN b/EN na/EN hojayai/HI angrezi/HI hamain/HI ahi/EN jayaigi/HI chiknay/HI ka/EN rape/EN hua/EN to/EN izat/HI nhi/HI ,"[('kapooray', 'UNK'), ('mulk', 'VM'), ('kro', 'VAUX'), ('tumharay', 'VAUX'), ('angrezi', 'VAUX'), ('chiknay', 'VAUX'), ('nhi', 'SYM')]","[('rape', 'NN'), ('ka', 'NN'), ('na', 'TO'), ('ahi', 'VB'), ('rape', 'NN'), ('to', 'TO')]",
6527,6528,n/EN tqis/EN mohabbat/HI tum/HI se/EN nafrat/HI hai/EN episode/EN ,"[('mohabbat', 'INJ')]","[('n', 'JJ'), ('se', 'NN'), ('hai', 'NN')]",
6528,6529,wo/EN tou/EN moodi/HI bhi/HI apni/HI maa/HI ka/EN piyar/HI leta/EN hain/EN tou/EN kashmir/EN or/EN gujrat/HI k/EN innocent/EN logo/EN ka/EN khoon/HI maaf/HI hojaega/HI toopo/HI ki/EN salami/EN bhai/HI aapko/HI ,"[('moodi', 'UNK'), ('apni', 'VM'), ('khoon', 'VAUX'), ('hojaega', 'VAUX'), ('bhai', 'SYM')]","[('wo', 'MD'), ('ka', 'VB'), ('leta', 'JJ'), ('tou', 'NN'), ('or', 'CC'), ('k', 'NN'), ('logo', 'NN'), ('ki', 'NN')]",
6529,6530,n/EN tqis/EN mohabbat/HI tum/HI se/EN nafrat/HI hai/EN episode/EN ,"[('mohabbat', 'INJ')]","[('n', 'JJ'), ('se', 'NN'), ('hai', 'NN')]",
6530,6531,rashan/HI card/EN banane/HI k/EN liye/HI govt/EN office/EN ki/EN kya/EN jarurat/HI hai/EN be/EN apne/HI ghar/HI me/EN bana/EN liya/HI karo/EN ,"[('rashan', 'UNK'), ('banane', 'VM'), ('liye', 'VM'), ('apne', 'VAUX'), ('liya', 'SYM')]","[('office', 'NN'), ('kya', 'NN'), ('hai', 'NN'), ('me', 'PRP')]",
6531,6532,ye/EN es/EN liye/EN hate/EN kr/EN rahe/HI hain/EN imran/EN khan/EN ko/EN k/EN choor/HI nawaz/EN k/EN pakre/HI jane/EN k/EN bad/EN chote/HI chooron/HI ka/EN dana/EN paani/HI b/EN khatre/HI main/EN par/EN jaye/EN ga/EN ,"[('pakre', 'UNK'), ('chote', 'VM'), ('paani', 'VAUX'), ('khatre', 'SYM')]","[('ye', 'NN'), ('liye', 'NN'), ('kr', 'NN'), ('hain', 'NN'), ('khan', 'NN'), ('k', 'NN'), ('nawaz', 'JJ'), ('k', 'NN'), ('ka', 'NNP'), ('par', 'NN'), ('ga', 'NN')]",
6532,6533,ap/EN k/EN tv/EN channels/EN se/EN he/EN nafrat/HI phelana/HI seekha/HI hai/EN ,"[('nafrat', 'UNK'), ('seekha', 'NN')]","[('ap', 'JJ'), ('tv', 'NN'), ('se', 'NN')]",
6533,6534,acha/HI choro/HI yaar/HI tum/HI log/EN jeeto/HI aur/EN hazaar/HI baar/HI jeeto/HI sirf/HI rape/EN control/EN ker/EN lo/EN yar/EN hamain/HI haar/HI mazoor/HI hai/EN we/EN want/EN peace/EN love/EN and/EN respect/EN ,"[('acha', 'UNK'), ('yaar', 'VM'), ('baar', 'VAUX'), ('sirf', 'VAUX'), ('hamain', 'VAUX'), ('mazoor', 'SYM')]","[('log', 'NN'), ('aur', 'NNS'), ('control', 'NN'), ('lo', 'VBP'), ('we', 'PRP'), ('peace', 'VBP'), ('and', 'CC')]",
6534,6535,bari/EN ajeeb/HI baat/HI ki/EN ap/EN ney/EN terrorist/EN to/EN terrorist/EN hy/EN kisi/HI bhe/HI qoom/EN ka/EN ho/EN usko/HI phansi/HI dena/EN chahye/HI yehan/HI pay/EN sirf/HI qoomon/HI ka/EN ziker/HI keon/EN ,"[('baat', 'UNK'), ('kisi', 'VM'), ('phansi', 'VAUX'), ('chahye', 'VAUX'), ('qoomon', 'VAUX'), ('ziker', 'SYM')]","[('bari', 'NN'), ('ap', 'NNS'), ('terrorist', 'JJ'), ('terrorist', 'JJ'), ('qoom', 'NN'), ('ho', 'NN'), ('pay', 'NN')]",
6535,6536,aaap/HI log/EN support/EN karna/EN band/EN kar/HI do/EN terrorism/EN ko/EN wo/EN automatically/EN band/EN hojae/HI ga/EN hamen/HI haar/HI manzoor/HI nai/EN he/EN banyon/HI se/EN ,"[('aaap', 'UNK'), ('hojae', 'VM'), ('hamen', 'VAUX'), ('manzoor', 'SYM')]","[('support', 'NN'), ('band', 'NN'), ('do', 'VBP'), ('ko', 'VB'), ('automatically', 'RB'), ('he', 'PRP'), ('se', 'VB')]",
6536,6537,maine/EN suna/HI tha/HI chhoti/HI chhoti/HI baaton/HI pe/EN murder/EN karte/HI hai/EN ,"[('tha', 'UNK'), ('chhoti', 'VM'), ('karte', 'SYM')]","[('maine', 'NN'), ('pe', 'NN')]",
6537,6538,wese/EN bhi/EN i/EN hate/EN shopping/EN so/EN wese/EN hi/EN kafi/HI bachat/HI hojati/HI hai/EN unki/HI ,"[('kafi', 'UNK'), ('hojati', 'VM'), ('unki', 'SYM')]","[('wese', 'JJ'), ('i', 'NN'), ('shopping', 'NN'), ('wese', 'NN')]",
6538,6539,budhe/HI rape/EN delhi/EN ki/EN sarko/HI pe/EN hota/HI hai/EN ,"[('budhe', 'UNK'), ('sarko', 'VM'), ('hota', 'SYM')]","[('delhi', 'NN')]",
6539,6540,agaar/HI ghalat/HI hn/EN to/EN correction/EN kijiye/HI ga/EN ,"[('agaar', 'INJ')]","[('hn', 'JJ'), ('correction', 'NN'), ('ga', 'NN')]",
6540,6541,look/EN who/EN is/EN talking/EN pak/EN main/EN india/EN se/EN jyada/HI rape/EN hote/HI hai/EN miya/HI ,"[('jyada', 'UNK'), ('hote', 'VM'), ('miya', 'VM')]","[('look', 'NN'), ('is', 'VBZ'), ('pak', 'JJ'), ('india', 'NN')]",
6541,6542,stop/EN terrorism/EN in/EN kashmir/EN baqi/HI sub/EN apnay/HI app/EN teekh/HI ho/EN jaye/EN ga/EN ,"[('baqi', 'UNK'), ('apnay', 'VM'), ('teekh', 'SYM')]","[('stop', 'NN'), ('in', 'IN'), ('jaye', 'NN')]",
6542,6543,bhai/HI aap/EN buddha/EN hogaya/HI pata/HI nhi/HI kitna/EN saal/HI aur/EN jioge/HI be/EN good/EN dude/EN first/EN apna/HI rape/EN karna/HI band/EN kardo/HI yaar/HI ,"[('bhai', 'UNK'), ('pata', 'VM'), ('apna', 'VAUX'), ('karna', 'VAUX'), ('kardo', 'SYM')]","[('buddha', 'NN'), ('kitna', 'NN'), ('aur', 'NN'), ('be', 'VB'), ('dude', 'JJ')]",
6543,6544,valentine/EN night/EN per/EN bangalure/EN ma/EN jis/EN tarah/EN aurton/EN se/EN rape/EN kiya/HI gaya/HI pehle/HI usse/HI band/EN karwaen/HI kahan/EN terrorism/EN ki/EN bat/EN karte/HI hen/EN ,"[('kiya', 'UNK'), ('pehle', 'VM'), ('karte', 'SYM')]","[('valentine', 'NN'), ('per', 'IN'), ('ma', 'NN'), ('tarah', 'NN'), ('se', 'NN'), ('band', 'NN'), ('kahan', 'NN'), ('ki', 'NN')]",
6544,6545,itna/HI bara/HI zulm/HI is/EN zulm/HI k/EN baad/HI tu/EN hitler/EN khud/HI chal/HI k/EN aaya/HI hoga/HI apna/HI student/EN banane/HI k/EN liaye/HI ,"[('itna', 'QO'), ('zulm', 'NN'), ('zulm', 'PSP'), ('baad', 'NN'), ('chal', 'PSP'), ('aaya', 'NN'), ('apna', 'PSP'), ('banane', 'VM'), ('liaye', 'VM')]","[('hitler', 'NN')]",
6545,6546,oye/HI pagal/HI terrorism/EN ko/EN maar/HI goli/HI and/EN ye/EN jo/EN terrorism/EN hai/EN ye/EN tum/HI logo/EN ki/EN pak/EN ko/EN badnaam/HI karne/HI ki/EN chaal/HI hai/EN ,"[('oye', 'UNK'), ('maar', 'VM'), ('tum', 'VAUX'), ('karne', 'VAUX'), ('chaal', 'SYM')]","[('terrorism', 'NN'), ('and', 'CC'), ('jo', 'NN'), ('hai', 'NN'), ('ki', 'NN'), ('ko', 'NN')]",
6546,6547,afsos/EN isi/EN baat/EN ki/EN hai/EN per/EN koi/EN nahi/HI ek/EN na/EN ek/EN din/EN aqal/HI thikane/HI aayegi/HI aur/EN log/EN samjhenge/HI nafrat/HI se/EN nahi/HI payar/HI se/EN dil/HI jeeta/HI jata/HI hai/EN ,"[('aqal', 'QFC'), ('aayegi', 'QF'), ('nafrat', 'NN'), ('nahi', 'PSP'), ('jeeta', 'NN')]","[('afsos', 'NN'), ('baat', 'NN'), ('hai', 'NN'), ('koi', 'NN'), ('ek', 'NN'), ('ek', 'NN'), ('log', 'NN'), ('se', 'NN'), ('hai', 'NN')]",
6547,6548,chalo/HI bhayya/HI bheek/HI hi/EN sahi/HI per/EN rape/EN nae/HI kerte/EN ,"[('chalo', 'NNP'), ('bheek', 'NNP'), ('sahi', 'SYM')]","[('rape', 'NN'), ('kerte', 'NN')]",
6548,6549,tum/EN raw/EN band/EN kr/EN do/EN yar/EN terrorism/EN band/EN ho/EN jye/HI gi/EN ,"[('', 'INJ')]","[('tum', 'NN'), ('band', 'NN'), ('do', 'VBP'), ('terrorism', 'NN'), ('ho', 'NN'), ('gi', 'NN')]",
6549,6550,fathers/EN day/EN per/EN ye/EN bachay/HI hamare/HI sath/HI hain/EN khoon/HI akhir/HI khoon/HI hota/HI hai/EN ,"[('bachay', 'UNK'), ('sath', 'VM'), ('khoon', 'VAUX'), ('khoon', 'SYM')]","[('fathers', 'NNS'), ('per', 'IN'), ('hai', 'NN')]",
6550,6551,acha/HI ye/EN batao/HI ye/EN jo/EN tum/HI is/EN tarah/EN ki/EN tweets/EN daal/HI rahe/HI ho/EN ye/EN ghalat/HI ni/EN terrorism/EN tou/EN tum/HI phaila/HI rahe/HI ho/EN apni/HI umer/HI dekho/HI aur/EN harkatein/HI dekho/HI ,"[('acha', 'UNK'), ('batao', 'VM'), ('daal', 'VAUX'), ('ghalat', 'VAUX'), ('tum', 'VAUX'), ('rahe', 'VAUX'), ('apni', 'VAUX'), ('dekho', 'VAUX'), ('harkatein', 'SYM')]","[('jo', 'NN'), ('is', 'VBZ'), ('ki', 'JJ'), ('ho', 'JJ'), ('terrorism', 'NN')]",
6551,6552,mohabbat/HI tum/HI se/EN nafrat/EN hai/EN episode/EN june/EN har/EN pal/EN geo/EN via/EN ,"[('mohabbat', 'INJ')]","[('se', 'NN'), ('hai', 'NN'), ('june', 'NN'), ('pal', 'JJ'), ('via', 'IN')]",
6552,6553,kuch/HI kehna/HI baaqi/HI hai/EN ya/EN ab/EN bhi/HI nafrat/HI ka/EN sabab/HI poochogay/HI aap/EN log/EN balochistan/HI walon/HI say/EN ya/EN balochon/HI se/EN k/EN q/EN dil/HI ,"[('kuch', 'UNK'), ('baaqi', 'VM'), ('bhi', 'VAUX'), ('poochogay', 'VAUX'), ('walon', 'SYM')]","[('ya', 'NN'), ('ka', 'VB'), ('log', 'NN'), ('ya', 'FW'), ('se', 'FW'), ('q', 'NN')]",
6553,6554,madarchod/HI saale/HI gang/EN rape/EN ki/EN paidayish/HI ,"[('madarchod', 'INJ')]","[('gang', 'NN'), ('ki', 'NN')]",
6554,6555,unko/HI sirf/HI hitler/EN ki/EN bhasha/HI samaj/HI me/EN aayegi/HI ,"[('unko', 'RBC'), ('bhasha', 'SYM')]","[('hitler', 'NN'), ('me', 'PRP')]",
6555,6556,achcha/HI choddo/HI yaar/HI tum/HI log/EN jeeton/HI aur/EN hazaaron/HI baar/HI jeeton/HI sirf/HI terrorism/EN bandh/HI kar/HI do/EN yaar/HI mujhe/HI haar/HI manzoor/HI hai/EN u/EN dad/EN iztalli/HI ,"[('achcha', 'UNK'), ('yaar', 'VM'), ('baar', 'VAUX'), ('sirf', 'VAUX'), ('bandh', 'SYM'), ('mujhe', 'PRP'), ('manzoor', 'JJ'), ('iztalli', 'NN')]","[('log', 'NN'), ('aur', 'NNS'), ('do', 'VBP'), ('u', 'VB')]",
6556,6557,apki/HI movie/EN ka/EN trailer/EN share/EN karne/HI me/EN darr/HI lagta/HI he/EN aajkal/HI log/EN dekhne/HI ke/EN bad/EN esa/EN esa/EN sunate/HI he/EN na/EN khoon/HI ke/EN aasu/HI rota/HI hai/EN dil/HI ,"[('apki', 'UNK'), ('lagta', 'VM'), ('aajkal', 'VAUX'), ('dekhne', 'VAUX'), ('khoon', 'VAUX'), ('aasu', 'SYM')]","[('ka', 'NN'), ('share', 'NN'), ('me', 'PRP'), ('bad', 'JJ'), ('esa', 'CC'), ('he', 'PRP'), ('hai', 'VBD')]",
6557,6558,turn/EN up/EN turn/EN up/EN turn/EN up/EN khuphuka/HI deeeeeeejay/HI shona/HI phansi/HI mawuthandawaaaaaaaaaaashaaaaa/HI #fakumoya/OTHER ,"[('khuphuka', 'UNK'), ('shona', 'VM'), ('mawuthandawaaaaaaaaaaashaaaaa', 'SYM')]","[('turn', 'NN'), ('turn', 'VBP'), ('turn', 'NN')]",
6558,6559,rape/EN ko/EN rap/EN kehne/HI wale/HI jahil/HI se/EN behes/HI kr/EN ke/EN aap/EN log/EN apna/HI time/EN waste/EN kr/EN rahe/HI hai/EN i/EN think/EN malik/EN ,"[('wale', 'INTF'), ('apna', 'JJ'), ('rahe', 'VM')]","[('rape', 'NN'), ('rap', 'NN'), ('se', 'NN'), ('kr', 'NN'), ('aap', 'IN'), ('waste', 'NN'), ('i', 'NN'), ('malik', 'VBP')]",
6559,6560,terrorism/EN pakistan/EN me/EN hai/EN or/EN fikar/HI puri/HI duniya/HI ko/EN hai/EN pata/HI nahin/HI inhe/HI hamari/HI fikar/HI hai/EN ya/EN humse/HI darte/HI hai/EN ,"[('puri', 'UNK'), ('pata', 'VM'), ('inhe', 'VAUX'), ('fikar', 'VAUX'), ('darte', 'SYM')]","[('terrorism', 'NN'), ('me', 'PRP'), ('or', 'CC'), ('ko', 'VB'), ('ya', 'NN')]",
